customer_id,first_name,last_name,email,join_date,vip
118,Elizabeth,Jones,elizabeth.jones205@example.com,22/12/2021,FALSE
119,Michael,Williams,michael.williams825@example.com,02/03/2019,FALSE
120,Elizabeth,Garcia,elizabeth.garcia337@example.com,25/08/2020,FALSE
121,William,Jones,william.jones472@example.com,05/11/2021,FALSE
122,Barbara,Williams,barbara.williams195@example.com,01/05/2019,FALSE
123,Michael,Garcia,michael.garcia670@example.com,22/10/2022,FALSE
124,William,Garcia,william.garcia653@example.com,12/11/2024,FALSE
125,Linda,Davis,linda.davis275@example.com,29/04/2022,FALSE
126,Barbara,Johnson,barbara.johnson7@example.com,12/03/2023,TRUE
127,Mary,Smith,mary.smith905@example.com,20/02/2018,FALSE
128,James,Brown,james.brown979@example.com,14/06/2024,FALSE
129,Michael,Miller,michael.miller566@example.com,23/11/2020,FALSE
130,Michael,Martinez,michael.martinez616@example.com,18/07/2022,FALSE
131,Linda,Williams,linda.williams854@example.com,01/06/2022,FALSE
132,Robert,Williams,robert.williams850@example.com,12/04/2023,FALSE
133,John,Jones,john.jones573@example.com,24/07/2018,FALSE
134,Barbara,Jones,barbara.jones599@example.com,29/12/2020,FALSE
135,Linda,Martinez,linda.martinez770@example.com,17/06/2019,FALSE
136,Jennifer,Williams,jennifer.williams178@example.com,26/11/2023,FALSE
137,David,Rodriguez,david.rodriguez242@example.com,18/06/2021,TRUE
138,John,Brown,john.brown203@example.com,08/09/2018,TRUE
139,James,Williams,james.williams543@example.com,15/05/2018,FALSE
140,John,Johnson,john.johnson801@example.com,03/06/2022,FALSE
141,Robert,Martinez,robert.martinez462@example.com,11/02/2019,FALSE
142,John,Rodriguez,john.rodriguez80@example.com,12/04/2018,FALSE
143,James,Brown,james.brown523@example.com,16/10/2021,FALSE
144,Robert,Williams,robert.williams417@example.com,01/04/2022,FALSE
145,Elizabeth,Miller,elizabeth.miller766@example.com,20/06/2022,FALSE
146,Michael,Davis,michael.davis384@example.com,09/08/2021,FALSE
147,Michael,Johnson,michael.johnson391@example.com,08/02/2019,FALSE
148,David,Miller,david.miller896@example.com,24/03/2020,FALSE
149,William,Jones,,18/06/2022,FALSE
150,Elizabeth,Jones,elizabeth.jones688@example.com,23/10/2020,FALSE
151,Elizabeth,Williams,elizabeth.williams126@example.com,17/10/2020,FALSE
152,Barbara,Jones,barbara.jones494@example.com,03/02/2024,FALSE
153,John,Johnson,john.johnson47@example.com,04/07/2021,FALSE
154,Michael,Brown,michael.brown718@example.com,29/11/2024,FALSE
155,James,Garcia,james.garcia476@example.com,11/09/2024,FALSE
156,Patricia,Smith,patricia.smith949@example.com,28/02/2022,FALSE
157,Patricia,Martinez,patricia.martinez619@example.com,08/08/2018,FALSE
158,Robert,Brown,robert.brown464@example.com,28/06/2023,FALSE
159,Michael,Garcia,michael.garcia787@example.com,22/06/2018,FALSE
160,Michael,Rodriguez,michael.rodriguez849@example.com,14/11/2021,FALSE
161,David,Johnson,david.johnson123@example.com,17/05/2019,FALSE
162,Patricia,Miller,patricia.miller474@example.com,18/12/2022,FALSE
163,Michael,Garcia,michael.garcia134@example.com,19/12/2023,FALSE
164,David,Johnson,david.johnson619@example.com,08/03/2020,FALSE
165,John,Davis,john.davis817@example.com,18/07/2020,FALSE
166,Jennifer,Miller,jennifer.miller841@example.com,24/12/2019,FALSE
167,Barbara,Jones,barbara.jones562@example.com,12/03/2024,FALSE
168,Mary,Jones,mary.jones849@example.com,26/08/2021,TRUE
169,Elizabeth,Miller,elizabeth.miller607@example.com,28/06/2021,FALSE
170,William,Rodriguez,william.rodriguez780@example.com,03/05/2019,FALSE
171,Robert,Rodriguez,robert.rodriguez23@example.com,12/05/2023,FALSE
172,Jennifer,Rodriguez,jennifer.rodriguez566@example.com,02/05/2021,FALSE
173,Barbara,Garcia,barbara.garcia886@example.com,04/01/2022,FALSE
174,Barbara,Martinez,barbara.martinez766@example.com,09/11/2018,FALSE
175,Barbara,Garcia,barbara.garcia965@example.com,20/03/2018,FALSE
176,Barbara,Williams,barbara.williams235@example.com,06/02/2024,FALSE
177,Patricia,Smith,patricia.smith996@example.com,06/11/2019,FALSE
178,David,Miller,david.miller59@example.com,04/10/2022,FALSE
179,Elizabeth,Brown,elizabeth.brown164@example.com,14/01/2018,FALSE
180,Michael,Smith,michael.smith771@example.com,12/04/2024,FALSE
181,Barbara,Davis,barbara.davis826@example.com,08/08/2023,FALSE
182,William,Garcia,william.garcia216@example.com,03/11/2020,FALSE
183,Michael,Garcia,michael.garcia183@example.com,17/11/2023,FALSE
184,James,Johnson,james.johnson569@example.com,02/02/2018,FALSE
185,James,Smith,james.smith657@example.com,30/12/2021,FALSE
186,William,Johnson,william.johnson935@example.com,14/09/2018,FALSE
187,David,Brown,david.brown90@example.com,03/02/2018,FALSE
188,William,Johnson,william.johnson964@example.com,29/08/2023,FALSE
189,Patricia,Smith,patricia.smith311@example.com,07/07/2021,FALSE
190,William,Miller,william.miller557@example.com,24/01/2023,TRUE
191,John,Davis,john.davis972@example.com,25/12/2023,FALSE
192,Michael,Garcia,michael.garcia257@example.com,25/12/2018,FALSE
193,Jennifer,Brown,jennifer.brown533@example.com,24/01/2020,TRUE
194,Linda,Garcia,linda.garcia979@example.com,22/05/2022,FALSE
195,David,Williams,david.williams533@example.com,08/02/2019,FALSE
196,William,Davis,william.davis52@example.com,10/05/2021,TRUE
197,Robert,Martinez,robert.martinez338@example.com,31/10/2021,FALSE
198,James,Johnson,james.johnson171@example.com,16/04/2024,TRUE
199,John,Jones,john.jones948@example.com,29/10/2024,FALSE
200,Elizabeth,Smith,elizabeth.smith67@example.com,05/10/2018,FALSE
201,Barbara,Garcia,barbara.garcia625@example.com,22/04/2018,FALSE
202,Linda,Johnson,linda.johnson300@example.com,10/06/2023,FALSE
203,David,Brown,david.brown672@example.com,27/01/2019,TRUE
204,Jennifer,Garcia,jennifer.garcia778@example.com,26/08/2020,FALSE
205,Linda,Martinez,linda.martinez832@example.com,31/12/2023,TRUE
206,William,Davis,william.davis232@example.com,21/11/2020,FALSE
207,Patricia,Davis,patricia.davis975@example.com,07/02/2024,FALSE
208,James,Garcia,james.garcia837@example.com,26/09/2018,FALSE
209,James,Brown,james.brown68@example.com,23/07/2023,FALSE
210,Elizabeth,Davis,elizabeth.davis506@example.com,02/10/2018,FALSE
211,Patricia,Davis,patricia.davis28@example.com,13/01/2020,FALSE
212,Barbara,Martinez,barbara.martinez949@example.com,27/03/2018,FALSE
213,Michael,Smith,michael.smith628@example.com,08/02/2019,FALSE
214,Mary,Brown,,18/02/2024,FALSE
215,John,Brown,john.brown693@example.com,08/08/2023,FALSE
216,James,Miller,james.miller260@example.com,20/11/2020,FALSE
217,Robert,Miller,robert.miller591@example.com,25/11/2023,FALSE
218,James,Davis,james.davis785@example.com,10/03/2023,FALSE
219,Linda,Jones,linda.jones620@example.com,03/10/2018,FALSE
220,James,Miller,james.miller963@example.com,13/10/2019,TRUE
221,David,Davis,david.davis586@example.com,10/06/2022,FALSE
222,James,Rodriguez,james.rodriguez687@example.com,10/01/2021,FALSE
223,Mary,Williams,mary.williams184@example.com,29/03/2023,TRUE
224,Mary,Williams,mary.williams23@example.com,09/08/2019,FALSE
225,Barbara,Brown,barbara.brown786@example.com,09/05/2018,FALSE
226,Jennifer,Jones,jennifer.jones129@example.com,13/09/2018,FALSE
227,Michael,Martinez,michael.martinez291@example.com,19/08/2018,FALSE
228,Robert,Smith,robert.smith832@example.com,06/03/2021,FALSE
229,James,Miller,james.miller501@example.com,30/07/2024,FALSE
230,James,Rodriguez,james.rodriguez186@example.com,06/07/2022,FALSE
231,John,Davis,john.davis479@example.com,03/01/2024,FALSE
232,Mary,Jones,mary.jones571@example.com,10/08/2023,FALSE
233,Robert,Brown,robert.brown492@example.com,17/09/2018,FALSE
234,Barbara,Miller,barbara.miller513@example.com,05/11/2023,TRUE
235,Elizabeth,Jones,elizabeth.jones643@example.com,22/04/2020,FALSE
236,Jennifer,Miller,jennifer.miller67@example.com,26/05/2023,FALSE
237,Michael,Smith,michael.smith805@example.com,22/09/2018,FALSE
238,Patricia,Smith,patricia.smith467@example.com,27/01/2019,FALSE
239,Michael,Martinez,michael.martinez285@example.com,29/03/2024,FALSE
240,David,Williams,david.williams601@example.com,19/06/2020,TRUE
241,Linda,Johnson,linda.johnson417@example.com,11/08/2019,TRUE
242,David,Johnson,david.johnson100@example.com,30/10/2024,FALSE
243,James,Miller,james.miller189@example.com,26/02/2021,FALSE
244,Jennifer,Martinez,jennifer.martinez989@example.com,18/07/2021,TRUE
245,Linda,Johnson,linda.johnson890@example.com,11/04/2019,FALSE
246,Robert,Brown,robert.brown858@example.com,08/04/2021,FALSE
247,Patricia,Johnson,patricia.johnson388@example.com,16/12/2023,FALSE
248,Mary,Garcia,mary.garcia241@example.com,27/05/2023,FALSE
249,Jennifer,Davis,jennifer.davis782@example.com,15/11/2020,FALSE
250,Jennifer,Martinez,jennifer.martinez731@example.com,03/05/2019,FALSE
251,David,Brown,david.brown417@example.com,07/08/2020,FALSE
252,James,Jones,james.jones918@example.com,10/02/2019,TRUE
253,William,Brown,william.brown176@example.com,15/11/2020,FALSE
254,Barbara,Williams,barbara.williams387@example.com,11/01/2021,FALSE
255,David,Jones,david.jones471@example.com,30/12/2018,FALSE
256,Jennifer,Rodriguez,jennifer.rodriguez853@example.com,22/10/2021,FALSE
257,John,Davis,john.davis233@example.com,19/12/2020,FALSE
258,Patricia,Davis,patricia.davis663@example.com,05/07/2019,FALSE
259,Barbara,Davis,barbara.davis452@example.com,17/07/2022,FALSE
260,David,Davis,david.davis277@example.com,19/10/2018,FALSE
261,Patricia,Miller,patricia.miller229@example.com,15/05/2023,FALSE
262,John,Davis,john.davis171@example.com,23/12/2022,FALSE
263,Elizabeth,Davis,elizabeth.davis735@example.com,10/07/2018,FALSE
264,John,Davis,john.davis213@example.com,06/04/2019,FALSE
265,John,Martinez,john.martinez282@example.com,04/04/2023,FALSE
266,Patricia,Miller,patricia.miller41@example.com,30/03/2024,FALSE
267,Michael,Smith,michael.smith122@example.com,26/11/2024,FALSE
268,Patricia,Brown,patricia.brown227@example.com,28/09/2018,FALSE
269,William,Brown,william.brown294@example.com,03/03/2021,FALSE
270,James,Jones,james.jones600@example.com,20/06/2018,FALSE
271,Linda,Martinez,linda.martinez267@example.com,09/12/2021,FALSE
272,Michael,Garcia,,28/01/2018,FALSE
273,Mary,Brown,mary.brown759@example.com,16/05/2018,FALSE
274,Linda,Johnson,linda.johnson828@example.com,18/09/2024,FALSE
275,James,Garcia,james.garcia451@example.com,06/06/2020,FALSE
276,David,Davis,david.davis449@example.com,09/03/2022,FALSE
277,Barbara,Davis,barbara.davis756@example.com,18/06/2021,FALSE
278,William,Miller,william.miller61@example.com,05/05/2020,FALSE
279,William,Garcia,william.garcia502@example.com,27/10/2024,FALSE
280,Mary,Johnson,mary.johnson147@example.com,17/10/2024,FALSE
281,Michael,Miller,michael.miller686@example.com,05/06/2021,TRUE
282,Elizabeth,Jones,elizabeth.jones945@example.com,24/05/2019,TRUE
283,John,Garcia,john.garcia790@example.com,19/08/2021,FALSE
284,Michael,Martinez,michael.martinez334@example.com,13/09/2023,FALSE
285,Barbara,Davis,barbara.davis881@example.com,22/10/2020,FALSE
286,Elizabeth,Davis,elizabeth.davis953@example.com,28/12/2018,FALSE
287,William,Williams,william.williams891@example.com,03/05/2021,FALSE
288,Patricia,Miller,patricia.miller142@example.com,29/08/2019,FALSE
289,Barbara,Smith,barbara.smith44@example.com,07/02/2023,FALSE
290,James,Smith,james.smith144@example.com,24/08/2021,FALSE
291,Mary,Miller,mary.miller865@example.com,29/07/2022,FALSE
292,James,Martinez,james.martinez333@example.com,17/12/2019,FALSE
293,Barbara,Rodriguez,barbara.rodriguez998@example.com,16/04/2024,FALSE
294,Robert,Miller,robert.miller497@example.com,04/01/2024,FALSE
295,Robert,Martinez,robert.martinez396@example.com,14/12/2018,TRUE
296,David,Jones,david.jones55@example.com,01/07/2021,FALSE
297,Michael,Davis,michael.davis307@example.com,03/02/2019,FALSE
298,William,Johnson,william.johnson870@example.com,19/09/2021,FALSE
299,William,Rodriguez,william.rodriguez423@example.com,14/04/2021,FALSE
300,John,Garcia,john.garcia417@example.com,13/12/2023,FALSE
301,John,Rodriguez,john.rodriguez673@example.com,11/09/2024,FALSE
302,John,Johnson,john.johnson797@example.com,19/12/2023,FALSE
303,Patricia,Williams,patricia.williams325@example.com,05/05/2022,FALSE
304,Linda,Davis,linda.davis710@example.com,01/04/2020,FALSE
305,Jennifer,Smith,,20/06/2020,FALSE
306,Linda,Martinez,linda.martinez80@example.com,02/08/2020,FALSE
307,James,Miller,james.miller31@example.com,13/02/2023,FALSE
308,Linda,Miller,linda.miller985@example.com,30/11/2018,FALSE
309,Patricia,Smith,patricia.smith112@example.com,09/11/2020,FALSE
310,David,Rodriguez,david.rodriguez558@example.com,02/03/2024,FALSE
311,James,Davis,james.davis865@example.com,21/12/2018,FALSE
312,Linda,Brown,linda.brown717@example.com,11/04/2021,FALSE
313,Patricia,Martinez,patricia.martinez564@example.com,27/04/2021,FALSE
314,Jennifer,Jones,jennifer.jones650@example.com,03/04/2020,FALSE
315,Linda,Johnson,linda.johnson472@example.com,22/10/2020,FALSE
316,Patricia,Rodriguez,patricia.rodriguez74@example.com,12/03/2023,FALSE
317,John,Garcia,john.garcia553@example.com,17/06/2018,TRUE
318,William,Williams,william.williams479@example.com,12/08/2024,FALSE
319,John,Miller,john.miller589@example.com,20/06/2019,FALSE
320,William,Rodriguez,william.rodriguez387@example.com,03/05/2023,FALSE
321,Mary,Williams,mary.williams699@example.com,08/06/2022,FALSE
322,Mary,Johnson,mary.johnson882@example.com,07/08/2020,FALSE
323,Mary,Miller,mary.miller564@example.com,26/07/2018,FALSE
324,Jennifer,Miller,jennifer.miller930@example.com,28/06/2019,FALSE
325,John,Brown,john.brown433@example.com,09/05/2018,FALSE
326,William,Rodriguez,william.rodriguez412@example.com,10/01/2022,FALSE
327,Patricia,Davis,patricia.davis467@example.com,14/09/2023,FALSE
328,James,Smith,james.smith599@example.com,25/02/2024,FALSE
329,Patricia,Smith,patricia.smith621@example.com,11/01/2023,FALSE
330,James,Jones,james.jones992@example.com,18/03/2018,FALSE
331,Robert,Garcia,robert.garcia909@example.com,04/01/2019,TRUE
332,Patricia,Williams,patricia.williams737@example.com,10/06/2019,FALSE
333,Linda,Rodriguez,linda.rodriguez994@example.com,15/12/2018,FALSE
334,Linda,Martinez,linda.martinez993@example.com,21/05/2019,FALSE
335,Michael,Garcia,michael.garcia248@example.com,05/10/2019,FALSE
336,John,Brown,john.brown581@example.com,26/08/2018,FALSE
337,James,Miller,james.miller120@example.com,27/07/2021,FALSE
338,James,Davis,james.davis67@example.com,20/05/2022,FALSE
339,Barbara,Rodriguez,barbara.rodriguez573@example.com,26/12/2021,FALSE
340,David,Garcia,david.garcia956@example.com,26/12/2023,FALSE
341,John,Garcia,john.garcia327@example.com,01/08/2022,FALSE
342,Jennifer,Davis,jennifer.davis920@example.com,21/01/2023,FALSE
343,Michael,Jones,michael.jones703@example.com,29/01/2023,FALSE
344,Jennifer,Williams,jennifer.williams470@example.com,21/12/2018,FALSE
345,Jennifer,Williams,jennifer.williams493@example.com,13/07/2019,FALSE
346,Jennifer,Garcia,jennifer.garcia701@example.com,02/04/2023,TRUE
347,John,Johnson,john.johnson663@example.com,08/06/2021,FALSE
348,Jennifer,Garcia,jennifer.garcia286@example.com,09/08/2022,FALSE
349,Linda,Garcia,linda.garcia956@example.com,15/03/2021,TRUE
350,David,Davis,david.davis914@example.com,21/03/2021,FALSE
351,David,Miller,david.miller608@example.com,20/12/2022,FALSE
352,Mary,Davis,mary.davis312@example.com,28/12/2023,FALSE
353,Robert,Rodriguez,robert.rodriguez309@example.com,25/10/2019,FALSE
354,James,Garcia,james.garcia775@example.com,21/01/2018,FALSE
355,Barbara,Williams,barbara.williams97@example.com,13/10/2023,FALSE
356,James,Martinez,james.martinez965@example.com,26/05/2021,FALSE
357,Robert,Williams,robert.williams113@example.com,11/06/2018,FALSE
358,Barbara,Smith,barbara.smith988@example.com,10/05/2018,FALSE
359,John,Jones,,05/05/2023,FALSE
360,Patricia,Brown,patricia.brown456@example.com,13/08/2018,FALSE
361,John,Rodriguez,john.rodriguez463@example.com,17/11/2022,FALSE
362,James,Rodriguez,james.rodriguez948@example.com,03/08/2019,FALSE
363,James,Jones,james.jones132@example.com,17/01/2022,FALSE
364,Barbara,Martinez,barbara.martinez930@example.com,17/04/2018,FALSE
365,Barbara,Brown,barbara.brown965@example.com,19/04/2020,FALSE
366,Robert,Miller,robert.miller929@example.com,10/03/2021,FALSE
367,Jennifer,Garcia,jennifer.garcia121@example.com,03/03/2021,FALSE
368,John,Brown,john.brown197@example.com,25/02/2024,TRUE
369,Barbara,Martinez,barbara.martinez806@example.com,29/10/2019,FALSE
370,William,Johnson,william.johnson482@example.com,28/10/2023,FALSE
371,Robert,Smith,robert.smith634@example.com,26/05/2023,FALSE
372,Linda,Brown,linda.brown794@example.com,27/05/2019,FALSE
373,James,Brown,james.brown897@example.com,07/09/2018,FALSE
374,Robert,Smith,robert.smith772@example.com,07/06/2020,FALSE
375,John,Garcia,john.garcia39@example.com,20/10/2020,FALSE
376,Barbara,Brown,barbara.brown566@example.com,22/08/2019,FALSE
377,James,Smith,james.smith512@example.com,23/01/2020,FALSE
378,Patricia,Smith,patricia.smith474@example.com,23/08/2019,FALSE
379,Robert,Smith,robert.smith161@example.com,05/12/2024,FALSE
380,Michael,Davis,michael.davis289@example.com,29/01/2024,FALSE
381,James,Martinez,james.martinez200@example.com,27/08/2023,FALSE
382,John,Davis,john.davis788@example.com,25/10/2022,FALSE
383,Mary,Johnson,mary.johnson528@example.com,10/08/2021,FALSE
384,William,Miller,william.miller917@example.com,07/09/2024,FALSE
385,Elizabeth,Davis,elizabeth.davis685@example.com,20/01/2023,FALSE
386,Jennifer,Davis,jennifer.davis503@example.com,27/05/2021,FALSE
387,Elizabeth,Martinez,elizabeth.martinez248@example.com,22/08/2018,FALSE
388,John,Miller,john.miller383@example.com,14/11/2021,FALSE
389,Linda,Jones,linda.jones218@example.com,14/04/2024,FALSE
390,Linda,Smith,linda.smith87@example.com,10/04/2023,FALSE
391,Mary,Rodriguez,mary.rodriguez82@example.com,01/10/2023,FALSE
392,Jennifer,Miller,jennifer.miller62@example.com,25/08/2023,FALSE
393,Michael,Johnson,michael.johnson799@example.com,17/03/2019,FALSE
394,Mary,Garcia,mary.garcia500@example.com,09/02/2021,FALSE
395,David,Johnson,david.johnson42@example.com,07/01/2018,FALSE
396,Elizabeth,Smith,elizabeth.smith12@example.com,06/05/2022,FALSE
397,Mary,Miller,mary.miller833@example.com,05/04/2020,FALSE
398,Elizabeth,Johnson,elizabeth.johnson746@example.com,22/06/2021,FALSE
399,James,Johnson,james.johnson841@example.com,03/08/2021,FALSE
400,Linda,Jones,linda.jones643@example.com,16/06/2022,FALSE
401,James,Jones,james.jones115@example.com,02/11/2020,FALSE
402,William,Miller,william.miller218@example.com,15/03/2021,FALSE
403,David,Smith,david.smith649@example.com,23/04/2019,FALSE
404,Jennifer,Davis,jennifer.davis106@example.com,16/12/2019,FALSE
405,Michael,Williams,michael.williams691@example.com,04/08/2022,FALSE
406,Elizabeth,Brown,elizabeth.brown528@example.com,03/12/2023,FALSE
407,Michael,Rodriguez,michael.rodriguez472@example.com,24/05/2019,FALSE
408,Elizabeth,Brown,elizabeth.brown754@example.com,06/10/2023,FALSE
409,John,Martinez,john.martinez846@example.com,17/01/2019,FALSE
410,Mary,Jones,mary.jones893@example.com,26/03/2021,FALSE
411,William,Miller,william.miller387@example.com,20/01/2023,FALSE
